starid,name,country,magnitude,constellation,date
HD 6416,Manfred Lang ,Switzerland,6.52,Cas,2019-07-30
HD 65990,Edda  Bruno,Italy,8.7,Lyn,2019-07-30
HD 216438,Barbara Krylova,Russia,8.48,Lac,2019-07-30
HD 183507,Alison Jakubowski ,USA,7.67,Cyg,2019-07-31
HD 38244,Madhavi Nazareth ,India,7.86,Pic,2019-08-01
HD 214449,Šárka Bílá,Czech Republic,8.72,Aqr,2019-08-01
HD 111799,Olena Muchová,Slovakia,8.32,Hya,2019-08-02
HD 118954,Faisal Hegde ,India,7.67,UMa,2019-08-03
HD 126248,Shannon Gardner,USA,5.1,Vir,2019-08-03
HD 133876,Milcíades Leal,Spain,8.28,Vir,2019-08-03
HD 188971,Anshu Handa ,India,6.62,Sge,2019-08-03
HD 162950,Astrid Bach,Denmark,7.3,Her,2019-08-03
HD 221848,Larissa Sari,Netherlands,7.23,And,2019-08-04
HD 148700,Sarah Verlinden ,Belgium,8.72,Oph,2019-08-04
HD 66041,Camilla Østergaard,Norway,9.04,Car,2019-08-04
HD 192673,Adelheid Achermann ,Switzerland,8.05,Tel,2019-08-04
HD 207829,Baran Erkekli ,Turkey,8.37,Peg,2019-08-05
HD 3596,Anan Handal,UAE,8.96,Cet,2019-08-05
HD 83036,Stefan Ammann ,Switzerland,7.76,LMi,2019-08-05
HD 22374,Nicole Pathmanaban ,Malaysia,6.72,Tau,2019-08-06
HD 110482,Teresa Patto ,Malaysia,9.5,Cen,2019-08-06
HD 338534,Elena Zaytseva,Russia,9.37,Vul,2019-08-06
HD 63347,Zi Ts'ai,China,7.35,Cam,2019-08-06
HD 104455,Kirti Shan ,India,9.48,Crv,2019-08-06
HD 81270,Kerem Kılıççı ,Turkey,8.95,Hya,2019-08-06
HD 67537,Yogesh Khurana ,India,9.13,Cha,2019-08-07
HD 68478,Helga Dávila,Spain,6.46,Vel,2019-08-08
HD 173845,Gin Kuppusamy ,Malaysia,9.07,Dra,2019-08-08
HD 11969,Emily Martins,Portugal,7.99,And,2019-08-08
HD 70507,Güney Egeli ,Turkey,7.83,Vel,2019-08-09
HD 351362,Thuwaybah Boulos,Pakistan,9.83,Sge,2019-08-09
HD 16789,Krishna Sant ,India,7.79,For,2019-08-10
HD 217312,Eligio Bellucci,Italy,7.43,Cep,2019-08-10
HD 70549,Jal Hanania,Tunis,7.88,Hya,2019-08-11
HD 64366,Kamlesh Mahadeo ,India,8.82,Pup,2019-08-11
HD 97354,Emre Tekand ,Turkey,9.11,UMa,2019-08-11
HD 85237,Maja Jakobsen,Denmark,7.94,UMa,2019-08-12
HD 33825,Katie Armstrong,Ireland,8.32,Pic,2019-08-12
HD 208682,Lan Chien,China,5.84,Cep,2019-08-12
HD 221907,Alice Jakobsson,Sweden,6.57,Scl,2019-08-12
HD 23141,Homin Maeng ,South Korea,7.35,Tau,2019-08-12
HD 124264,Elio Lori,Italy,8.25,Cen,2019-08-12
HD 97617,Gabriela Proroková,Czech Republic,7.76,Car,2019-08-12
HD 39027,Ornella Ríos,Spain,6.86,Col,2019-08-12
HD 119686,Eustaquia Alanis,Peru,7.12,Boo,2019-08-12
HD 123092,Grayson Dach ,USA,8.74,Cen,2019-08-12
HD 98018,Basa Velázquez,Spain,9.48,Crt,2019-08-13
HD 203615,Caitlin Harding,USA,9.02,Equ,2019-08-13
HD 239292,Kellie Waters ,USA,9.6,Cyg,2019-08-13
HD 28837,Gaby Sierra,Spain,7.02,Cae,2019-08-14
HD 219525,Galina Zuyeva,Russia,8.19,Peg,2019-08-14
HD 115087,Ulrich Kortig,Germany,9.64,Cen,2019-08-15
HD 14971,Kaled Monroy,Argentina,7.66,Cet,2019-08-15
HD 93690,Lea Mathiasen,Denmark,8.78,Vel,2019-08-15
HD 95112,Rahmah Maloof,Saudi Arabia,7.44,Leo,2019-08-16
HD 158785,Hernando Jiménez,Chile,7.49,Ara,2019-08-17
HD 211758,Maria Durr,Austria,8.08,Cep,2019-08-17
HD 55476,Neus Quintero,Uruguay,8.69,Pup,2019-08-18
HD 6202,Anna Voronova,Russia,8.03,And,2019-08-18
HD 112926,Gustav Lauridsen,Denmark,9.89,Cen,2019-08-18
HD 112268,Fayruz Ganem,UAE,6.83,Cen,2019-08-19
HD 11266,Marie Farkašová,Slovakia,8.03,Hyi,2019-08-19
HD 70178,Isabel Carter ,United Kingdom,8.21,Cnc,2019-08-19
HD 125170,Burcu Özberk ,Turkey,9.8,Cen,2019-08-20
HD 81377,Shen Sung,China,7.32,Hya,2019-08-20
HD 219779,Honorata Zawadzka,Poland,7.28,Peg,2019-08-20
HD 179459,Masun Sarkis,Algeria,7.93,Lyr,2019-08-21
HD 206267,Petrona Tovar,Spain,5.74,Cep,2019-08-21
HD 129335,Abby Burns,USA,8.57,Boo,2019-08-21
HD 33777,Olyena Kravchyenko ,Ukraine,8.8,Ori,2019-08-22
HD 68988,Zarif Ganem,Pakistan,8.2,UMa,2019-08-22
HD 218699,Nashwa Nazari,Saudi Arabia,8.85,Peg,2019-08-22
HD 281457,Vera Mardhiyah ,Indonesia,9.68,Per,2019-08-22
HD 236318,Elvin Nyberg,Sweden,9.35,Cas,2019-08-23
HD 14264,Sofia Bevan,New Zealand,8.46,Cet,2019-08-24
HD 2933,Manchu Tien,China,7.94,And,2019-08-24
HD 167926,Dagmar Espinosa,Spain,7.36,Ser,2019-08-24
HD 186547,Lata Sabharwal ,India,6.25,Aql,2019-08-25
HD 162558,Lazăr Banica ,Romania,8.41,Oph,2019-08-25
HD 21556,Cai Yuan,China,9.14,For,2019-08-25
HD 145243,Camila Almeida,Brazil,9.71,TrA,2019-08-25
HD 33456,Lina Barigye ,Nigeria,9.3,Dor,2019-08-25
HD 111794,Dominika Zsinka,Hungary,7.39,UMa,2019-08-25
HD 129534,Georg Kaufmann ,Switzerland,8.29,Cir,2019-08-26
HD 129534,Georg Kaufmann ,Switzerland,8.29,Cir,2019-08-26
HD 54036,Leonie Abend,Austria,8.35,Pup,2019-08-27
HD 26670,Gin Manicka ,Malaysia,5.69,Cam,2019-08-27
HD 110542,Xue Fang Chia,China,9.16,Cen,2019-08-27
HD 169614,Lily Leach,USA,8.1,Pav,2019-08-27
HD 101723,Kyle Goddard,Australia,8.83,Cen,2019-08-28
HD 170575,Omer Cordero,Argentina,9.04,Pav,2019-08-28
HD 135437,Allene Ruecker ,USA,8.02,Dra,2019-08-28
HD 145313,Indira Bergsma,Netherlands,8.16,CrB,2019-08-29
HD 5385,An Yüan,China,8.57,Cet,2019-08-30
HD 170700,Roma Wable ,India,8.75,Sct,2019-08-30
HD 85917,Skye Grant,USA,8.88,Sex,2019-08-31
HD 1101,Kirsti Mukka,Finland,7.67,Cet,2019-08-31
HD 118448,Skye Pollard,USA,8.85,Cen,2019-08-31
HD 152721,Marion Poncelet ,Belgium,9.07,Sco,2019-08-31
HD 215238,Daniela Bisheko ,Nigeria,8.51,Gru,2019-09-01
HD 101445,Zarina Mishina,Russia,6.87,Vir,2019-09-02
HD 13248,Samson Aisu ,Nigeria,7.73,Ari,2019-09-02
HD 224895,Karin Schmid,Germany,6.83,Peg,2019-09-02
HD 11678,Menna Olivo,Guatemala,9.33,Eri,2019-09-02
HD 106183,Mildreda Barrera,Spain,8.61,Mus,2019-09-03
HD 143873,Trishana Chakrabarti ,India,8.49,Her,2019-09-03
HD 113609,Hassan Ramson ,India,8.16,Vir,2019-09-03
HD 59305,Upik Januar ,Indonesia,8.61,Car,2019-09-03
HD 134552,Maura Bernal,Venezuela,8.34,Lib,2019-09-03
HD 137269,Wang Tsao,China,8.48,Ser,2019-09-03
HD 137269,Wang Tsao,China,8.48,Ser,2019-09-03
HD 119741,Eve Howe,USA,9.27,Cen,2019-09-03
HD 148427,Doyle Balistreri ,USA,6.89,Oph,2019-09-03
HD 46867,Julia Gomes,Brazil,8.3,Mon,2019-09-03
HD 102618,Chloe West,USA,7.99,Leo,2019-09-03
HD 75351,Delayla van der Drift,South Africa,7.8,Vel,2019-09-03
HD 26363,Anita Palastri ,Indonesia,8.35,Hor,2019-09-03
HD 120476,Molly Willis,USA,7.05,Boo,2019-09-04
HD 77428,Wei Hsüeh,China,7.42,UMa,2019-09-04
HD 86481,Karina Wieczorek,Poland,7.27,Hya,2019-09-05
HD 149771,Émile Descamps ,France,7.4,Aps,2019-09-05
HD 149771,Émile Descamps ,France,7.4,Aps,2019-09-05
HD 3145,Amelie Coates,USA,6.8,Phe,2019-09-05
HD 31205,Kaylie Fritsch ,USA,8.77,Aur,2019-09-05
HD 8076,Jemina Gutiérrez,Spain,7.65,Phe,2019-09-05
HD 99620,Brittany Snels,South Africa,7.67,UMa,2019-09-05
HD 148987,Amelie Stevenson,New Zealand,8.68,Nor,2019-09-05
HD 207989,Daira Ávila,Argentina,8.75,Ind,2019-09-05
HD 10888,Tevin Schroeder ,USA,9.1,Hyi,2019-09-05
HD 100250,Ying Chuang,China,8.63,Cen,2019-09-05
HD 218942,Xavier Wuckert ,USA,9.1,And,2019-09-05
HD 42695,İrem Sepetçi ,Turkey,8.14,Lep,2019-09-05
HD 154387,Svetlana Konovalova,Russia,9.42,Ara,2019-09-05
HD 196775,Anthony Gray,USA,5.99,Del,2019-09-05
HD 165281,Emily Gregersen,Denmark,6.79,Her,2019-09-05
HD 42111,Mandy Bergmann,Austria,5.7,Ori,2019-09-06
HD 196985,Kauê Rocha,Brazil,9.15,Mic,2019-09-06
HD 110279,Imogen Hicks,USA,8.16,CVn,2019-09-07
HD 97457,Sweta Prakash ,India,9.64,Leo,2019-09-07
HD 125690,Eda Hyatt ,Philippines,6.72,Aps,2019-09-07
HD 73991,Anna Vaguina,Russia,8.12,UMa,2019-09-07
HD 155423,Ella Stanley,Australia,6.77,Oph,2019-09-08
HD 128171,Fang Yin Fang,China,9.1,Lib,2019-09-08
HD 157102,Emirhan Akgül ,Turkey,8.04,Dra,2019-09-08
HD 33258,Gerald D'Amore ,USA,8.58,Lep,2019-09-08
HD 145833,Aleksandra Valencia,Spain,8.24,Her,2019-09-08
HD 183303,Vijay Bora ,India,7.45,Aql,2019-09-09
HD 120075,Zhen Juan Li,China,8.95,Cen,2019-09-09
HD 204484,Alvar Orellana,Mexico,7.12,Cyg,2019-09-09
HD 204769,Tyson Weissnat ,USA,8.83,Gru,2019-09-09
HD 174781,Hollie Goodwin,USA,7.22,Tel,2019-09-09
HD 75770,Razaan Shalhoub,Saudi Arabia,7.75,Hya,2019-09-09
HD 80545,Huda Shalhoub,Saudi Arabia,9.52,Car,2019-09-10
HD 32791,Rabi 'ah Najjar,Saudi Arabia,9.15,Pic,2019-09-10
HD 142925,Markku Koivu,Finland,8.34,Her,2019-09-10
HD 38375,Qing Yuan Tao,China,8.16,Cam,2019-09-10
HD 126368,Lucia Pokrovskaya,Russia,9.01,Lib,2019-09-11
HD 166184,Hamza Van den Bossche ,Belgium,8.93,Ser,2019-09-11
HD 187272,Melissa Ferreira,Brazil,7.22,Pav,2019-09-11
HD 143185,Liberio Calabrese,Italy,9.16,TrA,2019-09-11
HD 138409,Paulo Rocha,Brazil,7.96,Ser,2019-09-12
HD 75737,Monica Haatainen,Finland,5.55,Hya,2019-09-12
HD 37224,Mirjam Mettler ,Switzerland,6.74,Col,2019-09-13
HD 84320,Elise O'Sullivan,USA,7.55,Leo,2019-09-13
HD 103476,Stefania Colombo,Italy,8.4,Vir,2019-09-13
HD 50003,Matilda Lavrentyev,Russia,8.05,Gem,2019-09-13
HD 10088,Cinthia Permata ,Indonesia,7.89,Psc,2019-09-13
HD 234126,Josette Bouchet ,France,9.01,Boo,2019-09-13
HD 30696,Michael Schultheiss,Austria,7.85,Cam,2019-09-13
HD 20875,Anabella Briones,Spain,8.91,Eri,2019-09-13
HD 78792,Stephanie Campos,Venezuela,6.69,UMa,2019-09-14
HD 64432,Martina Studer ,Switzerland,8.64,Pup,2019-09-14
HD 183656,Jie She,China,6.09,Aql,2019-09-14
HD 94515,Vanesa Díaz,Chile,7.38,Leo,2019-09-14
HD 195480,Victoria Schmidt,Denmark,7.5,Del,2019-09-14
HD 204234,Eunhye Yang ,South Korea,6.97,Peg,2019-09-14
HD 82442,Alzubra Boulos,UAE,7.73,UMa,2019-09-14
HD 107598,Alice Gomes,Brazil,9.55,Com,2019-09-14
HD 186761,Miroslava Balashova,Russia,7.66,Cyg,2019-09-15
HD 9108,Rosie Johnston,USA,8.11,Psc,2019-09-15
HD 47412,Angelina Wisoky ,USA,6.82,Aur,2019-09-15
HD 17147,Juan Chu,China,7.74,Per,2019-09-15
HD 109153,Neha Rippin ,USA,9.6,Cha,2019-09-15
HD 114399,Justine Schrijen,Netherlands,9.21,CVn,2019-09-15
HD 216337,Elena Samsonova,Russia,9.7,Gru,2019-09-15
HD 65270,Scarlett Butler,USA,6.74,Pup,2019-09-16
HD 99739,Bart Daniel ,USA,7.24,Leo,2019-09-16
HD 191022,Melissa Fuller,USA,7.44,Cyg,2019-09-16
HD 185514,Roos-Marijn Kluitenberg,Netherlands,7.59,Sgr,2019-09-16
HD 209778,Leila Castro,Brazil,7.97,Aqr,2019-09-16
HD 107325,Rand Maloof,UAE,5.52,Com,2019-09-16
HD 132986,Lola Lyons,Ireland,8.28,Cir,2019-09-16
HD 206317,Samarah Antar,UAE,7.02,Cap,2019-09-16
HD 75768,Qadriyah Moghadam,Bangladesh,7.2,Hya,2019-09-17
HD 5126,Jayden Evans ,United Kingdom,8.53,Cas,2019-09-17
HD 8963,Thora Gottlieb ,USA,6.96,Phe,2019-09-17
HD 3989,Atenea Covas,Argentina,7.06,And,2019-09-17
HD 167274,Kleio Kokkinoe ,Greece,8.02,Dra,2019-09-17
HD 88925,Mijal Farías,Spain,9.14,LMi,2019-09-17
HD 209870,Charlie Barker,USA,7.28,Lac,2019-09-17
HD 97023,Suran Bang ,South Korea,5.79,Hya,2019-09-17
HD 55939,Alex Bray,USA,8.17,Pup,2019-09-18
HD 49266,Ludmila Černá,Czech Republic,8.62,Pic,2019-09-18
HD 223106,Juliette Leclercq ,Belgium,9.04,Scl,2019-09-18
HD 17799,Naina Balashova,Russia,7.53,Eri,2019-09-18
HD 155161,Nadine Hasanah ,Indonesia,7.06,Sco,2019-09-18
HD 218531,Émilie Blanchard ,France,9.59,Aqr,2019-09-19
HD 5138,Iris Peter ,Switzerland,7.33,Psc,2019-09-19
HD 121645,Laurent Hamon ,France,8.21,Cir,2019-09-19
HD 21020,Dіana Romanchyenko ,Ukraine,7.57,Eri,2019-09-20
HD 212692,Nupoor Karan ,India,8.59,Lac,2019-09-20
HD 129083,Yi Jie T'ang,China,9.13,Vir,2019-09-20
HD 191795,Edi Ramadan ,Indonesia,9.3,Sgr,2019-09-20
HD 109627,Yunita Lestari ,Indonesia,7.72,Com,2019-09-20
HD 46663,Loris Delgado,Uruguay,9.54,Mon,2019-09-20
HD 112660,Cyanne Kootstra,South Africa,9.32,Cen,2019-09-20
HD 158755,Katrine Lorenzen,Denmark,8.47,Her,2019-09-20
HD 35592,Valyentina Romanchyenko ,Ukraine,8.06,Lep,2019-09-20
HD 128590,Nicole Oliveira,Portugal,8.72,Boo,2019-09-20
HD 65916,Heródoto Otero,Mexico,8.4,Cnc,2019-09-21
HD 84891,Edita Meléndez,Spain,8.27,Car,2019-09-21
HD 10218,Carla Martins,Brazil,9.24,Phe,2019-09-22
HD 48311,Michaela Hloušková,Slovakia,8.52,Mon,2019-09-23
HD 215032,Annetta Satterfield ,Philippines,8.74,Aqr,2019-09-23
HD 17595,Jaeman Suartini ,Indonesia,8.02,Tri,2019-09-23
HD 202752,Emel Kutlay ,Turkey,7.47,Aqr,2019-09-23
HD 212548,Sientje Fijn,South Africa,7.9,Peg,2019-09-23
HD 127481,Romeo Hellström,Sweden,7.56,Lib,2019-09-23
HD 224552,Canberk Atakol ,Turkey,8.03,Cet,2019-09-23
HD 39338,Rajni Brosens,Netherlands,9.52,Men,2019-09-24
HD 16719,Ye Hsia,China,8.35,Per,2019-09-24
HD 3500,René Strauss,Austria,7.97,Psc,2019-09-24
HD 127821,Olga Іvanchyenko ,Ukraine,6.1,Dra,2019-09-24
HD 49188,Carrie Ruecker ,USA,7.64,CMa,2019-09-24
HD 75844,Kimberly Davis ,United Kingdom,9.21,Pyx,2019-09-24
HD 148434,Romanela Cortez,Venezuela,6.9,Her,2019-09-24
HD 164608,Christofer Olsson,Sweden,8.91,Sgr,2019-09-24
HD 162735,Ain Almasi,Tunis,8.27,Oph,2019-09-24
HD 96078,Ferhan Loonstra,Netherlands,8.47,Crt,2019-09-25
HD 61059,Mariya Kovalyova,Russia,8.39,Gem,2019-09-25
HD 90649,Maverick Kris ,Philippines,8.23,Leo,2019-09-26
HD 8465,Luke Khan,USA,8.01,Cas,2019-09-26
HD 198299,Cheng Hsing,China,8.44,Pav,2019-09-27
HD 48362,Telma Lugo,Mexico,8.69,Lyn,2019-09-27
HD 136378,Marwin Willems,South Africa,9.24,Ser,2019-09-27
HD 66252,Juana Kertzmann ,USA,7.35,Pup,2019-09-27
HD 5651,Zakiyyah Essa,UAE,7.33,Psc,2019-09-27
HD 128251,Jessika Schultz,Austria,8.91,UMi,2019-09-27
HD 168744,Lyubov Zubareva,Russia,7.62,Ser,2019-09-28
HD 27837,Lata Memon ,India,7.7,Tau,2019-09-28
HD 210751,Syble Buckridge ,USA,8.92,Peg,2019-09-28
HD 37634,Aniria Jaime,Argentina,8.91,Ori,2019-09-28
HD 26778,Lionel Doyle ,USA,8.35,Hor,2019-09-28
HD 148961,Uta Reinhard,Germany,8.71,Dra,2019-09-28
HD 207266,Aucan Nazario,Peru,7.49,Peg,2019-09-28
HD 187708,Madhu Sur ,India,8.13,Dra,2019-09-28
HD 64916,Istilah Wasem,Egypt,7.81,Cnc,2019-09-28
HD 50261,Kong Mai,China,8.79,CMa,2019-09-28
HD 32670,Larisa Agafonova,Russia,8.92,Dor,2019-09-29
HD 26774,Amelie Marsh,USA,7.34,Cep,2019-09-29
HD 27887,Turquesa Guzmán,Peru,7.86,Tau,2019-09-29
HD 44480,Fernanda Oliveira,Brazil,6.96,Mon,2019-09-29
HD 109451,Zaria Brown ,USA,8.75,Com,2019-09-29
HD 71951,Nrima Halim ,Indonesia,8.35,UMa,2019-09-29
HD 192071,Marc Brun ,France,8.4,Sgr,2019-09-29
HD 441,Maya Craig,USA,9.1,Tuc,2019-09-29
HD 236349,Christian Rothstein,Germany,9.17,Cas,2019-09-30
HD 17308,Ludmila Doležalová,Czech Republic,8.86,Per,2019-09-30
HD 34398,Hebe Parra,Peru,8.25,Aur,2019-10-01
HD 191073,Alisha Dennis,Australia,8.06,Sgr,2019-10-02
HD 189671,Randal Hayes ,USA,6.49,Vul,2019-10-02
HD 97151,Edén Lugo,Spain,7.73,Car,2019-10-03
HD 65564,Brenda Solano,Mexico,9.02,Pup,2019-10-03
HD 276455,Martaka Latupono ,Indonesia,9,Per,2019-10-03
HD 18420,Najat Saliba,Saudi Arabia,9.66,Eri,2019-10-04
HD 101872,Augustin Camarillo,Argentina,8.59,Leo,2019-10-04
HD 26736,Nazahah Touma,UAE,8.05,Tau,2019-10-04
HD 131984,Henna Multala,Finland,8.77,Lup,2019-10-04
HD 3799,Klára Ryšavá,Slovakia,9.1,Phe,2019-10-04
HD 158503,Marc Jäggi ,Switzerland,6.99,Ara,2019-10-04
HD 27742,Natasha Lomeli,Spain,6,Tau,2019-10-04
HD 11669,Armağan Uca ,Turkey,7.43,Cas,2019-10-04
HD 235372,Jentje Bunnik,South Africa,9.2,Cyg,2019-10-04
HD 108494,Ulrike König,Austria,8.97,Cen,2019-10-04
HD 224745,Allan Henriksson,Sweden,9.07,Cet,2019-10-04
HD 194973,Song Tsou,China,8.88,Oct,2019-10-04
HD 35783,Laura Lara,Argentina,7.73,Cam,2019-10-04
HD 204125,Katrin Eiffel,Germany,7.78,Cap,2019-10-04
HD 137119,Hu Pai,China,7.63,Lup,2019-10-04
HD 124484,Jacquelyn Turyasingura ,Nigeria,9.45,Cen,2019-10-04
HD 203726,Estelinda Verduzco,Spain,8.3,Ind,2019-10-04
HD 86245,Anja Reinhard,Germany,8.3,Hya,2019-10-04
HD 144901,Samira Safar,UAE,8.1,Nor,2019-10-04
HD 148833,Adrian Holmgren,Sweden,7.88,Oph,2019-10-05
HD 9334,Mallory Devost,Canada,8.92,Cet,2019-10-05
HD 236270,Caitlin Thompson,Australia,9.09,Cas,2019-10-05
HD 55411,Idalina Montalvo,Uruguay,6.6,Gem,2019-10-05
HD 9709,Khayriyyah Deeb,UAE,7.07,And,2019-10-05
HD 82726,Maria Holtzmann,Austria,8.23,Ant,2019-10-05
HD 122236,Joyce Munisamy ,Malaysia,7.85,UMa,2019-10-05
HD 186927,Millie Harvey,New Zealand,6.14,Cyg,2019-10-05
HD 956,Samantha Hudson,New Zealand,8.54,Phe,2019-10-05
HD 67921,Doreen Engel,Germany,6.64,Pup,2019-10-05
HD 248291,Cameron Dyer,Australia,9.57,Tau,2019-10-05
HD 160989,Faye Taylor ,United Kingdom,8.64,Sgr,2019-10-05
HD 43852,Seungho Myeong ,South Korea,7.95,Cam,2019-10-05
HD 47252,Aisha Bhattacharyya ,India,8.27,Dor,2019-10-05
HD 197100,Rabiyah Kassab,UAE,8.32,Cyg,2019-10-05
HD 58076,Mingmei Chang,China,9.29,CMa,2019-10-05
HD 88723,Braden Kirlin ,USA,8.57,LMi,2019-10-06
HD 190220,Quartilla  Panicucci,Italy,8.67,Tel,2019-10-06
HD 173740,Melissa Long,New Zealand,9.7,Dra,2019-10-06
HD 24749,Ruchi Sha ,India,9.46,Tau,2019-10-07
HD 197460,Jennifer Padilla,Spain,8.15,Cyg,2019-10-08
HD 41022,Manque Baeza,Guatemala,9.22,Col,2019-10-08
HD 201793,Martin Thomas ,United Kingdom,8.67,Cep,2019-10-08
HD 157461,Marian Valverde,Uruguay,7.37,Ara,2019-10-08
HD 118434,Skye Jarvis,USA,7.25,Cen,2019-10-08
HD 186235,Suresh Zaid ,Malaysia,9.91,Sgr,2019-10-08
HD 18964,Marcus Isaksson,Sweden,7.13,Per,2019-10-08
HD 18091,Araceli Wuckert ,USA,7.01,Ari,2019-10-08
HD 151515,Melissa Castro,Portugal,7.16,Sco,2019-10-09
HD 221510,Kíra Szatmári,Hungary,8.88,Oct,2019-10-09
HD 113959,Inayah Handal,UAE,9.08,Vir,2019-10-09
HD 87113,Charles Kuvalis ,USA,7.6,UMa,2019-10-09
HD 41997,Lukas Thomas ,Belgium,8.45,Ori,2019-10-09
HD 62714,Livia Acuna,Spain,7.25,Car,2019-10-09
HD 123100,Julia Hoffmann,Germany,8.19,Cen,2019-10-09
HD 223231,Cerys Carey,USA,7.98,Peg,2019-10-09
HD 17955,Caroline Rasmussen,Denmark,9.25,For,2019-10-09
HD 5861,Lee Feng,China,7.35,Cet,2019-10-09
HD 2910,Aadish Mallick ,India,5.38,Psc,2019-10-09
HD 65877,Afreen Swamy ,India,8.06,Mon,2019-10-09
HD 30517,Madison Kirk,Ireland,9.22,Pic,2019-10-10
HD 86236,Olivia Andresen,Denmark,8.36,UMa,2019-10-10
HD 120470,Marta Montanez,Spain,9.31,Cen,2019-10-10
HD 81774,Davon Weissnat ,USA,8.45,UMa,2019-10-10
HD 196077,Kathrin Fiedler,Germany,8.42,Cap,2019-10-10
HD 193349,Paola Ćorluka ,Croatia,6.74,Del,2019-10-11
HD 33110,Lee Fang,China,7.23,Ori,2019-10-12
HD 173216,Rizwan Hoekman,Netherlands,7.13,Oph,2019-10-13
HD 18456,Pelagia Nikitina,Russia,7.64,For,2019-10-14
HD 35144,Brooke O'Connor,USA,9,Cam,2019-10-15
HD 36315,Isobel Hall,USA,9.18,Dor,2019-10-15
HD 73017,Titus Maxim ,Romania,5.66,UMa,2019-10-15
HD 118734,Lei Ting,China,9.14,Cen,2019-10-16
HD 85689,Nadine Wolf,Germany,7.71,Leo,2019-10-17
HD 194354,Erssike Szôcs,Hungary,7.92,Cyg,2019-10-17
HD 16482,Esperanza Kutch ,USA,8.31,For,2019-10-17
HD 16061,Tomás Almeida,Portugal,8.47,Cet,2019-10-17
HD 204706,Esmirna Gutiérrez,Spain,9.47,Gru,2019-10-17
HD 96373,Libby Preston,USA,7.43,Leo,2019-10-17
HD 186738,Jürg Zbinden ,Switzerland,9.01,Tel,2019-10-17
HD 114853,Jun Chen,China,6.93,Cen,2019-10-18
HD 197915,Pedro Souza,Portugal,8.24,Aqr,2019-10-19
HD 146362,Mukul Varma ,India,6.72,CrB,2019-10-19
HD 26279,Daniela Hahn,Germany,8.09,Eri,2019-10-19
HD 149928,Violette Bukenya ,Nigeria,8.23,Dra,2019-10-19
HD 134971,Pascal Wallin,Sweden,9.26,Lup,2019-10-20
HD 15752,Alice Lambert,USA,8.77,Per,2019-10-21
HD 120174,Isabelle French,USA,8.67,Cen,2019-10-21
HD 197573,Maram Bahar,Tunis,7.18,Vul,2019-10-21
HD 115636,Aludra Sayegh,Pakistan,6.98,Cen,2019-10-22
HD 22905,Paramita Mulyani ,Indonesia,6.35,Eri,2019-10-22
HD 167718,Francesca Olivera,Mexico,8.31,Ser,2019-10-22
HD 68615,Cornelio Leyva,Spain,7.17,Cnc,2019-10-22
HD 86317,Natalya Ilyina,Russia,8.14,Vel,2019-10-22
HD 131710,Hunaidah Bata,Saudi Arabia,7.64,UMi,2019-10-22
HD 155859,Gracie Storey,USA,7.38,UMi,2019-10-23
HD 19444,Siebe De Backer ,Belgium,7.62,Per,2019-10-24
HD 203946,Jonas Lang,Germany,9.18,Aqr,2019-10-25
HD 166295,Melisa O'Connell ,USA,6.67,Sgr,2019-10-25
HD 10998,Marisa Almeida,Brazil,6.55,Cet,2019-10-25
HD 61523,Hasna' Aswad,Saudi Arabia,9.14,Gem,2019-10-25
HD 156034,Alivia Schroeder ,USA,6.93,Oph,2019-10-25
HD 214547,Scarlett Robertson,New Zealand,9.99,Aqr,2019-10-25
HD 98765,Jorge Dooley ,USA,8.31,Cen,2019-10-25
HD 211696,Faraz Misra ,India,8.12,Peg,2019-10-25
HD 493,Tilly Patterson,USA,5.42,Scl,2019-10-25
HD 44073,Aadil Hayer ,India,7.58,Gem,2019-10-25
HD 107213,Daniel Ribeiro,Brazil,6.38,Com,2019-10-25
HD 97605,Garland Moïse,Canada,5.79,Leo,2019-10-25
HD 208431,Nina Madsen,Norway,7.91,PsA,2019-10-26
HD 57639,Selina Evans ,United Kingdom,9.51,Pup,2019-10-26
HD 15769,Dalia Fonseca,Spain,6.93,Cas,2019-10-26
HD 8292,Toby Cook,Australia,8.31,Cet,2019-10-26
HD 140673,Rafidah Deeb,Egypt,9.06,Lib,2019-10-26
HD 43470,Laura Hancock,USA,8.2,CMa,2019-10-27
HD 17090,Saamiya Samaha,Morocco,7.17,Per,2019-10-27
HD 4055,Dorris Barigye ,Nigeria,8.77,Phe,2019-10-27
HD 118876,Mutia Simanjuntak ,Indonesia,6.71,Vir,2019-10-27
HD 10686,Adalgisa Almaraz,Spain,8.53,Scl,2019-10-27
HD 223167,Li Hua Hou,China,8.66,Peg,2019-10-27
HD 326591,Delicia Nino,Argentina,9.93,Sco,2019-10-27
HD 205733,Anacleto Escobedo,Spain,7.99,Cyg,2019-10-28
HD 222788,Adah Kuhlman ,Philippines,9.11,Peg,2019-10-28
HD 191201,Nupoor Menon ,India,7.26,Cyg,2019-10-28
HD 167468,Nusi Benczik,Hungary,5.47,Oct,2019-10-28
HD 200302,Gayane Mishina,Russia,7.25,Ind,2019-10-29
HD 156139,Lahuen Orellana,Spain,8.62,Ara,2019-10-29
HD 221007,Lucy Gilbert,Australia,8.33,Oct,2019-10-29
HD 176081,Emma Lewis,USA,8.06,Sgr,2019-10-29
HD 42744,Salomon Verheul,Netherlands,8.69,Lep,2019-10-29
